201510260915|IF0000|5m|3497.40|3486.00|3503.40|3485.40|3497.35|1075|20388 
201510260920|IF0000|5m|3485.40|3488.40|3490.00|3481.20|3486.02|448|20211 
201510260925|IF0000|5m|3489.00|3485.20|3491.80|3482.60|3486.95|228|20117 
201510260930|IF0000|5m|3485.20|3486.20|3489.60|3481.20|3484.65|294|20032 
201510260935|IF0000|5m|3485.60|3472.60|3486.20|3471.40|3480.10|449|19963 
201510260940|IF0000|5m|3472.60|3480.00|3482.00|3472.00|3475.99|301|19897 
201510260945|IF0000|5m|3478.20|3483.20|3486.00|3476.00|3481.38|213|19862 
201510260950|IF0000|5m|3484.00|3494.00|3495.00|3483.00|3488.72|361|19799 
201510260955|IF0000|5m|3492.80|3482.60|3496.00|3482.60|3488.56|249|19772 
201510261000|IF0000|5m|3483.20|3480.00|3485.20|3476.40|3481.53|250|19743 
201510261005|IF0000|5m|3480.20|3468.60|3480.80|3464.20|3476.32|315|19677 
201510261010|IF0000|5m|3467.60|3474.80|3477.20|3463.00|3470.22|268|19593 
201510261015|IF0000|5m|3474.80|3474.00|3478.80|3468.40|3473.55|193|19574 
201510261020|IF0000|5m|3474.00|3476.00|3481.60|3473.00|3477.14|202|19552 
201510261025|IF0000|5m|3476.00|3475.20|3481.00|3472.60|3475.79|116|19532 
201510261030|IF0000|5m|3476.80|3485.60|3489.20|3473.20|3479.29|249|19512 
201510261035|IF0000|5m|3485.20|3479.00|3486.00|3479.00|3482.10|166|19511 
201510261040|IF0000|5m|3479.00|3467.60|3480.00|3466.40|3472.74|268|19552 
201510261045|IF0000|5m|3468.00|3468.60|3469.80|3463.20|3466.78|247|19535 
201510261050|IF0000|5m|3468.60|3471.40|3474.60|3466.00|3469.56|182|19517 
201510261055|IF0000|5m|3470.60|3478.80|3483.60|3470.00|3476.99|190|19545 
201510261100|IF0000|5m|3477.40|3478.00|3483.00|3475.60|3478.38|110|19566 
201510261105|IF0000|5m|3478.00|3484.60|3488.60|3476.00|3482.17|166|19592 
201510261110|IF0000|5m|3485.00|3479.40|3490.00|3476.20|3484.24|198|19641 
201510261115|IF0000|5m|3479.40|3477.80|3490.00|3475.20|3482.99|177|19670 
201510261120|IF0000|5m|3477.20|3479.40|3485.40|3468.00|3477.68|190|19708 
201510261125|IF0000|5m|3480.40|3482.00|3484.40|3476.00|3481.53|82|19710 
201510261300|IF0000|5m|3480.40|3479.40|3491.60|3471.20|3478.77|219|19750 
201510261305|IF0000|5m|3478.80|3478.80|3479.60|3472.60|3476.96|102|19779 
201510261310|IF0000|5m|3479.60|3486.40|3489.80|3479.60|3484.31|172|19833 
201510261315|IF0000|5m|3488.00|3482.60|3490.60|3480.40|3484.11|99|19855 
201510261320|IF0000|5m|3483.00|3492.60|3495.00|3483.00|3491.03|186|19879 
201510261325|IF0000|5m|3491.20|3492.00|3492.80|3489.20|3491.22|117|19906 
201510261330|IF0000|5m|3492.80|3482.80|3492.80|3482.80|3486.60|200|19955 
201510261335|IF0000|5m|3482.40|3474.20|3484.00|3469.60|3475.65|313|20010 
201510261340|IF0000|5m|3474.20|3471.60|3477.00|3471.60|3475.09|119|20038 
201510261345|IF0000|5m|3471.60|3461.20|3471.60|3455.20|3462.85|418|20085 
201510261350|IF0000|5m|3461.20|3456.60|3464.40|3453.00|3460.31|251|20121 
201510261355|IF0000|5m|3457.40|3467.00|3467.20|3452.60|3461.15|261|20198 
201510261400|IF0000|5m|3466.40|3466.00|3467.20|3462.40|3465.29|124|20248 
201510261405|IF0000|5m|3466.60|3472.80|3475.40|3465.40|3471.87|211|20323 
201510261410|IF0000|5m|3472.80|3472.80|3474.80|3469.20|3471.70|123|20371 
201510261415|IF0000|5m|3471.40|3463.00|3471.40|3456.40|3461.75|211|20444 
201510261420|IF0000|5m|3464.00|3459.40|3468.40|3459.40|3463.53|117|20473 
201510261425|IF0000|5m|3459.00|3443.20|3459.00|3438.00|3446.01|562|20587 
201510261430|IF0000|5m|3443.00|3451.80|3454.80|3442.20|3448.61|267|20685 
201510261435|IF0000|5m|3451.20|3453.80|3455.00|3449.60|3452.88|152|20736 
201510261440|IF0000|5m|3453.00|3448.00|3459.40|3445.80|3454.56|241|20834 
201510261445|IF0000|5m|3447.40|3454.00|3458.80|3446.40|3454.37|133|20889 
201510261450|IF0000|5m|3454.00|3463.20|3466.60|3454.00|3461.93|237|20998 
201510261455|IF0000|5m|3463.20|3465.80|3466.40|3460.00|3463.04|260|21154 
201510261500|IF0000|5m|3465.80|3470.60|3473.20|3463.00|3466.87|342|21306 
201510261505|IF0000|5m|3471.80|3467.80|3472.00|3467.80|3469.95|177|21416 
201510261510|IF0000|5m|3467.60|3469.80|3472.40|3467.20|3470.44|292|21616 
201510270915|IF0000|5m|3461.20|3451.40|3464.40|3450.60|3455.09|427|21387 
201510270920|IF0000|5m|3451.80|3446.60|3454.20|3442.20|3449.15|278|21208 
201510270925|IF0000|5m|3446.80|3442.40|3449.80|3441.20|3445.82|242|21083 
201510270930|IF0000|5m|3444.20|3446.00|3448.40|3440.20|3444.09|288|20938 
201510270935|IF0000|5m|3446.00|3441.20|3446.80|3432.40|3439.41|393|20779 
201510270940|IF0000|5m|3441.20|3435.00|3442.00|3434.60|3438.47|202|20695 
201510270945|IF0000|5m|3434.60|3438.20|3439.00|3430.00|3435.90|285|20579 
201510270950|IF0000|5m|3437.20|3437.40|3442.00|3436.40|3438.70|205|20512 
201510270955|IF0000|5m|3438.40|3440.00|3441.00|3437.20|3439.22|222|20433 
201510271000|IF0000|5m|3440.00|3430.60|3440.00|3430.00|3434.87|362|20304 
201510271005|IF0000|5m|3430.40|3426.20|3430.40|3422.00|3425.98|370|20161 
201510271010|IF0000|5m|3426.00|3428.40|3429.80|3420.60|3425.42|325|20087 
201510271015|IF0000|5m|3428.40|3427.80|3428.80|3422.60|3426.94|197|20066 
201510271020|IF0000|5m|3427.00|3408.80|3427.00|3405.00|3413.17|592|19969 
201510271025|IF0000|5m|3408.80|3401.40|3411.00|3401.20|3405.51|350|19952 
201510271030|IF0000|5m|3401.20|3386.60|3402.00|3382.60|3393.18|658|19861 
201510271035|IF0000|5m|3384.80|3398.60|3398.60|3382.60|3391.63|368|19873 
201510271040|IF0000|5m|3398.40|3396.00|3401.00|3391.80|3397.34|268|19879 
201510271045|IF0000|5m|3397.00|3406.80|3407.60|3390.80|3398.02|292|19903 
201510271050|IF0000|5m|3406.80|3395.40|3407.40|3392.80|3399.39|212|19920 
201510271055|IF0000|5m|3395.20|3400.00|3405.00|3393.60|3399.71|133|19948 
201510271100|IF0000|5m|3400.00|3406.20|3410.00|3398.60|3405.22|242|19973 
201510271105|IF0000|5m|3406.00|3406.80|3409.60|3402.40|3405.93|119|20013 
201510271110|IF0000|5m|3406.40|3396.20|3408.00|3396.20|3402.32|149|20051 
201510271115|IF0000|5m|3396.20|3401.80|3402.40|3392.00|3397.17|183|20076 
201510271120|IF0000|5m|3401.80|3402.60|3402.60|3394.20|3398.26|90|20089 
201510271125|IF0000|5m|3402.80|3415.40|3419.20|3402.80|3411.23|320|20123 
201510271300|IF0000|5m|3415.40|3408.60|3415.40|3406.80|3410.96|136|20145 
201510271305|IF0000|5m|3408.60|3408.40|3410.20|3403.40|3406.74|96|20178 
201510271310|IF0000|5m|3408.60|3419.00|3419.80|3408.60|3415.92|172|20213 
201510271315|IF0000|5m|3419.00|3418.60|3419.80|3413.00|3416.31|143|20248 
201510271320|IF0000|5m|3419.00|3420.00|3420.60|3417.40|3419.34|31|20258 
201510280915|IF0000|5m|3477.00|3455.60|3477.00|3453.80|3462.00|678|21802 
201510280920|IF0000|5m|3457.00|3457.60|3459.60|3455.40|3458.16|232|21693 
201510280925|IF0000|5m|3457.40|3465.00|3465.80|3457.00|3462.08|249|21582 
201510280930|IF0000|5m|3463.40|3463.80|3467.60|3460.20|3463.71|280|21472 
201510280935|IF0000|5m|3463.60|3473.00|3473.00|3463.20|3466.72|235|21398 
201510280940|IF0000|5m|3473.00|3473.20|3480.00|3471.40|3475.22|316|21301 
201510280945|IF0000|5m|3473.00|3466.20|3482.20|3466.20|3473.62|339|21219 
201510280950|IF0000|5m|3467.60|3470.20|3474.40|3466.60|3470.24|213|21203 
201510280955|IF0000|5m|3471.40|3478.40|3478.40|3467.80|3472.21|189|21148 
201510281000|IF0000|5m|3478.40|3476.60|3479.80|3473.00|3477.49|214|21114 
201510281005|IF0000|5m|3476.60|3473.40|3479.00|3471.60|3474.99|152|21078 
201510281010|IF0000|5m|3473.60|3465.80|3473.60|3462.20|3465.85|279|21030 
201510281015|IF0000|5m|3465.60|3467.80|3469.20|3462.20|3465.31|222|20988 
201510281020|IF0000|5m|3467.60|3469.40|3470.60|3465.00|3468.08|143|20965 
201510281025|IF0000|5m|3469.80|3462.00|3470.00|3456.00|3462.11|329|20908 
201510281030|IF0000|5m|3462.00|3452.00|3462.60|3447.80|3454.62|355|20841 
201510281035|IF0000|5m|3452.00|3453.40|3453.80|3441.20|3450.21|324|20752 
201510281040|IF0000|5m|3453.40|3457.00|3458.00|3446.60|3454.09|161|20742 
201510281045|IF0000|5m|3457.40|3454.00|3459.00|3451.00|3454.76|130|20730 
201510281050|IF0000|5m|3454.00|3464.00|3468.40|3453.40|3461.30|250|20748 
201510281055|IF0000|5m|3463.40|3465.40|3466.80|3455.40|3462.69|202|20761 
201510281100|IF0000|5m|3463.00|3450.80|3463.40|3445.00|3452.37|285|20740 
201510281105|IF0000|5m|3449.40|3441.60|3453.20|3441.60|3449.31|215|20740 
201510281110|IF0000|5m|3440.40|3439.80|3444.00|3436.20|3439.75|395|20751 
201510281115|IF0000|5m|3439.80|3433.00|3440.40|3423.80|3432.12|521|20760 
201510281120|IF0000|5m|3433.00|3439.80|3443.00|3429.40|3436.25|249|20795 
201510281125|IF0000|5m|3437.00|3436.00|3444.80|3435.80|3440.45|186|20823 
